note,octave,Duration in seconds,output,flag,username,timestamp
C,4,1,/home/think3/Desktop/Barham/transformers-course/Building_and_sharing_demos/flagged/output/tmpa764d04xp60w8nel.wav,,,2023-02-12 18:17:00.989990
